,extraversion,neuroticism,agreeableness,conscientiousness,interview,openness
cgT-3CHBmKs.000.mp4,0.24299065420560748,0.18749999999999997,0.29670329670329665,0.22330097087378642,0.22429906542056074,0.2777777777777778
P_wDFLJnW-o.004.mp4,0.2710280373831776,0.42708333333333337,0.4505494505494505,0.36893203883495146,0.29906542056074764,0.3666666666666667
t0_DAgeU4nM.002.mp4,0.4299065420560748,0.5833333333333333,0.6043956043956044,0.47572815533980584,0.514018691588785,0.5222222222222223
TTuysItuSdo.004.mp4,0.4299065420560748,0.28125,0.4615384615384615,0.22330097087378642,0.3831775700934579,0.4
nUbhRInpVbA.004.mp4,0.38317757009345793,0.4166666666666667,0.4725274725274725,0.5145631067961165,0.46728971962616817,0.5111111111111111
kL-CeaXG9jM.004.mp4,0.39252336448598135,0.46875,0.6373626373626373,0.5048543689320388,0.6074766355140186,0.5222222222222223
Znixev2a1AI.000.mp4,0.4299065420560748,0.5,0.3956043956043956,0.6116504854368932,0.5607476635514018,0.6
zNHM8iNyTO4.005.mp4,0.4205607476635514,0.6041666666666666,0.6373626373626373,0.6796116504854369,0.5887850467289719,0.4444444444444445
zFVjcb45pjI.002.mp4,0.29906542056074764,0.37499999999999994,0.32967032967032966,0.3883495145631068,0.2803738317757009,0.4444444444444445
0n2vWTs6XwA.001.mp4,0.2897196261682243,0.3645833333333333,0.4175824175824176,0.42718446601941745,0.27102803738317754,0.34444444444444444
FoWuHvikyqU.004.mp4,0.5420560747663552,0.53125,0.3846153846153846,0.3980582524271845,0.4953271028037382,0.611111111111111
6CRet5sD6xI.003.mp4,0.19626168224299068,0.20833333333333331,0.2747252747252747,0.2621359223300971,0.21495327102803735,0.2777777777777778
7s3itKIXww0.002.mp4,0.4018691588785047,0.40625000000000006,0.3736263736263736,0.35922330097087385,0.35514018691588783,0.3777777777777778
X7S71Som15M.002.mp4,0.4579439252336449,0.6145833333333333,0.5054945054945055,0.3883495145631068,0.5046728971962616,0.5333333333333333
RbX4q4KceVk.004.mp4,0.4579439252336449,0.5,0.5934065934065933,0.4951456310679611,0.5327102803738317,0.6333333333333333
ySEeioc339E.004.mp4,0.47663551401869164,0.4479166666666667,0.5054945054945055,0.42718446601941745,0.4953271028037382,0.5
54TGLGvIm_8.003.mp4,0.6448598130841123,0.6875,0.5714285714285714,0.6699029126213591,0.616822429906542,0.7
cLaZxEf1nE4.001.mp4,0.4392523364485981,0.5520833333333334,0.5054945054945055,0.4951456310679611,0.47663551401869153,0.5777777777777777
On2c_8sU8Vw.002.mp4,0.5327102803738318,0.6041666666666666,0.4285714285714285,0.5728155339805825,0.46728971962616817,0.6222222222222222
rqfvIjzegpI.000.mp4,0.8411214953271028,0.7916666666666667,0.6923076923076923,0.8543689320388351,0.8691588785046729,0.7
kDJigDGDJTo.003.mp4,0.5233644859813085,0.5208333333333334,0.6923076923076923,0.5145631067961165,0.5327102803738317,0.5333333333333333
1hpZ2ecWqtI.002.mp4,0.5700934579439253,0.45833333333333337,0.4725274725274725,0.4660194174757281,0.4205607476635514,0.5555555555555556
9yZEb6bdxNY.000.mp4,0.7102803738317757,0.7708333333333334,0.6813186813186812,0.7864077669902914,0.8037383177570093,0.7777777777777777
f0LnGz5Z6kA.002.mp4,0.5981308411214954,0.6145833333333333,0.3846153846153846,0.5048543689320388,0.514018691588785,0.6888888888888889
ASDpn9yOYAo.002.mp4,0.5233644859813085,0.4895833333333333,0.5824175824175825,0.42718446601941745,0.4485981308411215,0.5333333333333333
--Ymqszjv54.001.mp4,0.5514018691588786,0.5,0.5274725274725275,0.6504854368932039,0.5887850467289719,0.7444444444444444
Q43qO4HC6mA.000.mp4,0.4485981308411215,0.5,0.4615384615384615,0.4174757281553398,0.4205607476635514,0.5111111111111111
HH03EXo0TB0.004.mp4,0.4672897196261683,0.6145833333333333,0.6923076923076923,0.4174757281553398,0.616822429906542,0.5666666666666667
8PXQ_5tUv74.001.mp4,0.5140186915887851,0.59375,0.5714285714285714,0.5631067961165048,0.5607476635514018,0.6222222222222222
eFzN_frNW8g.002.mp4,0.47663551401869164,0.53125,0.6263736263736264,0.6699029126213591,0.5420560747663551,0.6
nR0h3WFbPfA.004.mp4,0.5514018691588786,0.53125,0.6593406593406592,0.47572815533980584,0.5700934579439252,0.6333333333333333
p6UMx8dwHZQ.000.mp4,0.4392523364485981,0.42708333333333337,0.5604395604395604,0.3495145631067961,0.40186915887850466,0.5111111111111111
jq1dLOVUQJA.000.mp4,0.7663551401869159,0.6770833333333334,0.7142857142857143,0.6796116504854369,0.719626168224299,0.8777777777777777
w989xx44UQI.003.mp4,0.6168224299065421,0.65625,0.6263736263736264,0.6990291262135921,0.5887850467289719,0.7777777777777777
6TkMavTyimI.005.mp4,0.39252336448598135,0.5625,0.6923076923076923,0.6893203883495147,0.6355140186915886,0.4444444444444445
0hWbtuRVUgM.001.mp4,0.5420560747663552,0.6145833333333333,0.7472527472527474,0.6019417475728155,0.6635514018691588,0.711111111111111
ax8wm9K41og.000.mp4,0.4392523364485981,0.39583333333333337,0.5164835164835165,0.5048543689320388,0.46728971962616817,0.6666666666666666
eXtskPoi58A.000.mp4,0.663551401869159,0.7500000000000001,0.7582417582417583,0.6601941747572816,0.6915887850467289,0.711111111111111
7wsksuXYoMY.001.mp4,0.6261682242990655,0.6666666666666667,0.6153846153846153,0.36893203883495146,0.5700934579439252,0.5
-9BZ8A9U7TE.004.mp4,0.5046728971962617,0.59375,0.6043956043956044,0.4174757281553398,0.4859813084112149,0.611111111111111
alucqviYJFE.003.mp4,0.4112149532710281,0.5,0.6923076923076923,0.5436893203883495,0.47663551401869153,0.5222222222222223
ZO5JoyVTat8.005.mp4,0.38317757009345793,0.37499999999999994,0.4725274725274725,0.31067961165048547,0.40186915887850466,0.4222222222222222
5f6s8cwA7WQ.005.mp4,0.663551401869159,0.8020833333333334,0.7472527472527474,0.8058252427184466,0.7476635514018691,0.7
59Smv7wl--w.005.mp4,0.13084112149532712,0.4791666666666667,0.4945054945054945,0.6699029126213591,0.514018691588785,0.38888888888888895
9o10YrQykMk.000.mp4,0.588785046728972,0.65625,0.6263736263736264,0.6893203883495147,0.5794392523364486,0.6444444444444444
Fz1BcPpjNXY.001.mp4,0.29906542056074764,0.2395833333333333,0.4615384615384615,0.35922330097087385,0.3177570093457943,0.38888888888888895
KLY518hfGhU.001.mp4,0.6074766355140188,0.5520833333333334,0.7252747252747254,0.6601941747572816,0.6355140186915886,0.6444444444444444
yOzHZOg95Ug.005.mp4,0.10280373831775697,0.15624999999999994,0.2747252747252747,0.1941747572815534,0.22429906542056074,0.3
nOFHZ_s7Et4.001.mp4,0.6542056074766356,0.7291666666666667,0.5494505494505494,0.5339805825242718,0.5981308411214953,0.6888888888888889
U22Jy0m5xSQ.005.mp4,0.6261682242990655,0.8125000000000001,0.6153846153846153,0.6796116504854369,0.719626168224299,0.8555555555555554
YGrCXe2-fVk.004.mp4,0.6728971962616823,0.7916666666666667,0.7142857142857143,0.7572815533980582,0.6915887850467289,0.922222222222222
T4eZ81aJwJI.003.mp4,0.39252336448598135,0.39583333333333337,0.5714285714285714,0.5825242718446602,0.4953271028037382,0.5111111111111111
3JzvXA-Zfbs.002.mp4,0.30841121495327106,0.2708333333333333,0.4615384615384615,0.3300970873786408,0.3177570093457943,0.33333333333333337
cFGjJg-2zOk.002.mp4,0.7196261682242993,0.7604166666666666,0.6703296703296703,0.6504854368932039,0.7289719626168224,0.6
3AyjQQYmqU4.000.mp4,0.4205607476635514,0.625,0.6153846153846153,0.6407766990291262,0.5794392523364486,0.5555555555555556
F0VbEO_0Ybc.000.mp4,0.39252336448598135,0.5625,0.5604395604395604,0.5339805825242718,0.4859813084112149,0.45555555555555555
41NNb7cucVo.002.mp4,0.5140186915887851,0.625,0.7252747252747254,0.5339805825242718,0.6074766355140186,0.711111111111111
Ay7bZ7Sgx9Q.001.mp4,0.4205607476635514,0.34374999999999994,0.4285714285714285,0.5922330097087379,0.40186915887850466,0.4666666666666667
Hklc55y7vUI.000.mp4,0.30841121495327106,0.34374999999999994,0.4835164835164835,0.36893203883495146,0.23364485981308408,0.3555555555555556
40rn4A64Bdk.001.mp4,0.4205607476635514,0.37499999999999994,0.3846153846153846,0.2912621359223301,0.33644859813084105,0.4222222222222222
YzcZY1mUZfc.001.mp4,0.7289719626168225,0.8541666666666667,0.824175824175824,0.6310679611650486,0.7663551401869158,0.7555555555555554
za14O68VN3E.001.mp4,0.2710280373831776,0.3854166666666667,0.32967032967032966,0.27184466019417475,0.22429906542056074,0.45555555555555555
LBrmHHzyIiY.001.mp4,0.5140186915887851,0.46875,0.5714285714285714,0.5436893203883495,0.5607476635514018,0.7
rvB9DYAKHpk.001.mp4,0.33644859813084116,0.46875,0.5494505494505494,0.36893203883495146,0.3644859813084112,0.5555555555555556
hIFNZ_ycngg.002.mp4,0.37383177570093457,0.5208333333333334,0.5274725274725275,0.4466019417475728,0.40186915887850466,0.45555555555555555
TNtcyfM9jak.003.mp4,0.5607476635514019,0.5104166666666666,0.5934065934065933,0.3980582524271845,0.4485981308411215,0.7555555555555554
PRplbrM70sg.001.mp4,0.5981308411214954,0.6875,0.6483516483516484,0.6504854368932039,0.6355140186915886,0.6666666666666666
AVLEr0sYFhs.000.mp4,0.3271028037383178,0.3020833333333333,0.4615384615384615,0.2912621359223301,0.3644859813084112,0.5222222222222223
WD1WsbooU2w.001.mp4,0.29906542056074764,0.34374999999999994,0.32967032967032966,0.3980582524271845,0.35514018691588783,0.22222222222222224
tcmYlyeqwuI.004.mp4,0.4579439252336449,0.4479166666666667,0.6593406593406592,0.4854368932038835,0.4579439252336448,0.5
FZYN9ZFngFM.001.mp4,0.4018691588785047,0.46875,0.5604395604395604,0.5922330097087379,0.4859813084112149,0.5
c7tczvW3_dQ.000.mp4,0.38317757009345793,0.5520833333333334,0.5714285714285714,0.6407766990291262,0.5514018691588785,0.5222222222222223
eOUVFTqPeGk.002.mp4,0.7009345794392524,0.6041666666666666,0.7252747252747254,0.4368932038834952,0.644859813084112,0.6666666666666666
3WmWJ1lNy-U.001.mp4,0.4485981308411215,0.37499999999999994,0.4615384615384615,0.3980582524271845,0.3831775700934579,0.43333333333333335
HPEemWelY1E.000.mp4,0.6074766355140188,0.6041666666666666,0.5714285714285714,0.5339805825242718,0.6074766355140186,0.6555555555555556
U9cidDFDTQE.001.mp4,0.25233644859813087,0.40625000000000006,0.6373626373626373,0.6601941747572816,0.46728971962616817,0.4
OMHlfDF99Mw.004.mp4,0.4205607476635514,0.53125,0.4505494505494505,0.4660194174757281,0.4485981308411215,0.5222222222222223
d4iSwRMV0bA.002.mp4,0.35514018691588783,0.42708333333333337,0.3736263736263736,0.2912621359223301,0.33644859813084105,0.5444444444444444
CLGJCzz6tIU.001.mp4,0.7196261682242993,0.5625,0.6703296703296703,0.4563106796116505,0.5327102803738317,0.5555555555555556
sBw7VHQ74SY.005.mp4,0.5233644859813085,0.6041666666666666,0.31868131868131866,0.4951456310679611,0.4205607476635514,0.6888888888888889
NpiglwrZzsA.004.mp4,0.2710280373831776,0.20833333333333331,0.2857142857142857,0.33980582524271846,0.2897196261682243,0.5777777777777777
puLXzqUvm_U.003.mp4,0.30841121495327106,0.28125,0.4065934065934066,0.2912621359223301,0.3177570093457943,0.3111111111111111
-awAu11kBZ0.000.mp4,0.4485981308411215,0.4791666666666667,0.4615384615384615,0.4174757281553398,0.43925233644859807,0.5666666666666667
iJGHwoJKEpA.002.mp4,0.06542056074766356,0.12499999999999996,0.15384615384615383,0.0,0.028037383177570083,0.15555555555555559
62ngcaBjRCY.005.mp4,0.5700934579439253,0.46875,0.5274725274725275,0.4077669902912622,0.40186915887850466,0.7444444444444444
TD2jIXMD-SM.001.mp4,0.37383177570093457,0.3645833333333333,0.4835164835164835,0.6116504854368932,0.4859813084112149,0.5444444444444444
2TMl5EMrdVI.002.mp4,0.36448598130841126,0.37499999999999994,0.5384615384615384,0.3883495145631068,0.4299065420560747,0.4666666666666667
1pm5uoU85FI.003.mp4,0.4392523364485981,0.4895833333333333,0.4835164835164835,0.6699029126213591,0.5420560747663551,0.5666666666666667
rUGAiuYHNgE.000.mp4,0.33644859813084116,0.4791666666666667,0.31868131868131866,0.5533980582524272,0.3925233644859813,0.5888888888888889
WuHLxhCSnGs.004.mp4,0.2897196261682243,0.37499999999999994,0.5274725274725275,0.35922330097087385,0.3925233644859813,0.5222222222222223
Lt89YrQHF_w.002.mp4,0.5140186915887851,0.4895833333333333,0.5604395604395604,0.4660194174757281,0.4953271028037382,0.5666666666666667
mY1ZTvNVkSA.002.mp4,0.7196261682242993,0.7708333333333334,0.7362637362637363,0.6699029126213591,0.7383177570093457,0.9111111111111111
orlXEgAepGo.003.mp4,0.4205607476635514,0.4375,0.3956043956043956,0.3786407766990291,0.37383177570093457,0.4888888888888889
LLP-oZfo8oE.002.mp4,0.2149532710280374,0.4166666666666667,0.30769230769230765,0.36893203883495146,0.2803738317757009,0.41111111111111115
UvX6ctu2ObM.002.mp4,0.2710280373831776,0.3125,0.3736263736263736,0.33980582524271846,0.2803738317757009,0.4444444444444445
2DZb5yIc6Fg.001.mp4,0.08411214953271029,0.0833333333333333,0.29670329670329665,0.22330097087378642,0.03738317757009342,0.16666666666666669
P0ZzjnS8E24.000.mp4,0.6448598130841123,0.5833333333333333,0.7142857142857143,0.5922330097087379,0.6355140186915886,0.6666666666666666
F5kL7RWS_f0.000.mp4,0.12149532710280371,0.37499999999999994,0.3956043956043956,0.5048543689320388,0.2897196261682243,0.3
y1e8xPAaL9k.002.mp4,0.4392523364485981,0.42708333333333337,0.4835164835164835,0.5436893203883495,0.4485981308411215,0.4666666666666667
YjXUMygVw7U.002.mp4,0.4205607476635514,0.35416666666666663,0.4615384615384615,0.3495145631067961,0.3925233644859813,0.5111111111111111
3LAaFUSGvsU.004.mp4,0.48598130841121495,0.7395833333333333,0.5164835164835165,0.8640776699029126,0.6635514018691588,0.5888888888888889
cOirMOCpdo8.003.mp4,0.4205607476635514,0.4791666666666667,0.4835164835164835,0.4854368932038835,0.46728971962616817,0.6222222222222222
gkKHdsF6du4.003.mp4,0.6168224299065421,0.65625,0.6043956043956044,0.5339805825242718,0.5981308411214953,0.611111111111111
l0qApUuiDjo.005.mp4,0.36448598130841126,0.2708333333333333,0.30769230769230765,0.24271844660194175,0.29906542056074764,0.38888888888888895
P0a209IS614.005.mp4,0.4205607476635514,0.6354166666666666,0.7582417582417583,0.8543689320388351,0.719626168224299,0.5888888888888889
KJ643kfjqLY.001.mp4,0.588785046728972,0.45833333333333337,0.6373626373626373,0.5533980582524272,0.4485981308411215,0.6777777777777777
jPpZkVzQywk.001.mp4,0.35514018691588783,0.40625000000000006,0.4505494505494505,0.3495145631067961,0.37383177570093457,0.4777777777777778
4CSV8L7aVik.000.mp4,0.6168224299065421,0.4375,0.5164835164835165,0.5145631067961165,0.5327102803738317,0.6333333333333333
AS8snUf9eX0.000.mp4,0.35514018691588783,0.5625,0.5384615384615384,0.5242718446601942,0.5233644859813084,0.5777777777777777
L_gmlaz-0s4.003.mp4,0.5233644859813085,0.59375,0.6813186813186812,0.5728155339805825,0.5514018691588785,0.5333333333333333
pQy4omHIf7o.000.mp4,0.4112149532710281,0.45833333333333337,0.3736263736263736,0.2912621359223301,0.308411214953271,0.5111111111111111
dVbo9Ftlyl0.004.mp4,0.4299065420560748,0.5,0.4395604395604395,0.4466019417475728,0.5046728971962616,0.5777777777777777
vQEZ5KF9I4E.003.mp4,0.30841121495327106,0.5104166666666666,0.4725274725274725,0.7184466019417477,0.47663551401869153,0.5555555555555556
1uCO2d0pFg0.000.mp4,0.4485981308411215,0.6354166666666666,0.7032967032967032,0.7184466019417477,0.6635514018691588,0.7777777777777777
w989xx44UQI.000.mp4,0.5981308411214954,0.6354166666666666,0.5274725274725275,0.5145631067961165,0.5327102803738317,0.6555555555555556
sNs4yCA11wk.002.mp4,0.7009345794392524,0.59375,0.7362637362637363,0.6796116504854369,0.7383177570093457,0.5777777777777777
t1PKNXE-IiM.005.mp4,0.6728971962616823,0.7812499999999999,0.6373626373626373,0.6213592233009709,0.7663551401869158,0.7999999999999999
RlUuWWWFrhM.005.mp4,0.4299065420560748,0.46875,0.5934065934065933,0.4854368932038835,0.4859813084112149,0.45555555555555555
p-V78q8dtYo.005.mp4,0.17757009345794392,0.25,0.2087912087912088,0.21359223300970873,0.15887850467289716,0.26666666666666666
IWAT58l2Chg.001.mp4,0.5607476635514019,0.6458333333333333,0.7142857142857143,0.5242718446601942,0.5981308411214953,0.5666666666666667
sOkGz6gEmGk.003.mp4,0.6355140186915887,0.6666666666666667,0.7912087912087912,0.5922330097087379,0.6822429906542056,0.7333333333333333
8Yo-27O0P38.003.mp4,0.6728971962616823,0.6041666666666666,0.6263736263736264,0.4660194174757281,0.5981308411214953,0.6444444444444444
pEYFpmjwKC0.004.mp4,0.30841121495327106,0.40625000000000006,0.3736263736263736,0.3495145631067961,0.33644859813084105,0.38888888888888895
fL8VYpOTLSM.001.mp4,0.39252336448598135,0.45833333333333337,0.4065934065934066,0.2815533980582524,0.3177570093457943,0.5
SfldZBPyPFo.003.mp4,0.28037383177570097,0.3125,0.4945054945054945,0.4077669902912622,0.33644859813084105,0.26666666666666666
NXG4n1pr4Ok.001.mp4,0.33644859813084116,0.4375,0.4615384615384615,0.3495145631067961,0.43925233644859807,0.611111111111111
3gKpBq-1yG4.002.mp4,0.29906542056074764,0.20833333333333331,0.3516483516483516,0.3495145631067961,0.22429906542056074,0.38888888888888895
YC3X1DcnUrk.005.mp4,0.4018691588785047,0.5208333333333334,0.6263736263736264,0.4951456310679611,0.43925233644859807,0.7666666666666666
grhDDOLsBho.000.mp4,0.48598130841121495,0.53125,0.5714285714285714,0.23300970873786406,0.3457943925233644,0.5555555555555556
XPV4pavXh94.001.mp4,0.6448598130841123,0.6145833333333333,0.5824175824175825,0.8252427184466018,0.6915887850467289,0.7444444444444444
rGTn2uaCAT0.004.mp4,0.7009345794392524,0.7395833333333333,0.7582417582417583,0.6407766990291262,0.6915887850467289,0.888888888888889
mkWfG-4vvGc.000.mp4,0.6074766355140188,0.6041666666666666,0.6043956043956044,0.7669902912621359,0.6355140186915886,0.6888888888888889
VTv4BAYgJpk.003.mp4,0.4112149532710281,0.6041666666666666,0.6153846153846153,0.6116504854368932,0.616822429906542,0.6
MswJxdf-3Fc.002.mp4,0.4579439252336449,0.5208333333333334,0.5824175824175825,0.5533980582524272,0.5700934579439252,0.6555555555555556
3lV-sr3NOUo.004.mp4,0.24299065420560748,0.29166666666666663,0.4615384615384615,0.24271844660194175,0.3457943925233644,0.3555555555555556
k4QmzZuQl9s.003.mp4,0.5607476635514019,0.59375,0.7142857142857143,0.5825242718446602,0.6822429906542056,0.5666666666666667
mhF4kYTlVUE.002.mp4,0.6355140186915887,0.5208333333333334,0.5494505494505494,0.4563106796116505,0.5233644859813084,0.5
KYvbRwTCtaU.003.mp4,0.6261682242990655,0.5208333333333334,0.5494505494505494,0.4077669902912622,0.5420560747663551,0.5777777777777777
DTZeyoKUPx4.002.mp4,0.37383177570093457,0.21874999999999997,0.5714285714285714,0.2912621359223301,0.23364485981308408,0.3111111111111111
KmHe8urs3LI.005.mp4,0.18691588785046728,0.39583333333333337,0.4175824175824176,0.24271844660194175,0.24299065420560745,0.3111111111111111
xRLaEoXAsjk.001.mp4,0.6261682242990655,0.65625,0.5714285714285714,0.6213592233009709,0.7009345794392522,0.6666666666666666
jxt1W2WRNHQ.000.mp4,0.4672897196261683,0.5104166666666666,0.6923076923076923,0.6116504854368932,0.6261682242990654,0.5
djsoQkroHpo.005.mp4,0.4112149532710281,0.39583333333333337,0.4945054945054945,0.5922330097087379,0.4579439252336448,0.5111111111111111
8ZHpqRJ39HA.005.mp4,0.4672897196261683,0.5520833333333334,0.4615384615384615,0.6699029126213591,0.3925233644859813,0.5
p6UMx8dwHZQ.003.mp4,0.26168224299065423,0.25,0.24175824175824176,0.4660194174757281,0.32710280373831774,0.45555555555555555
n6JNJurop2U.003.mp4,0.7850467289719627,0.6770833333333334,0.7582417582417583,0.6310679611650486,0.6635514018691588,0.6666666666666666
LSqijVxP0EM.002.mp4,0.3457943925233645,0.18749999999999997,0.23076923076923075,0.3980582524271845,0.3177570093457943,0.5222222222222223
IHJn3UHXCMs.000.mp4,0.30841121495327106,0.4166666666666667,0.2637362637362637,0.4174757281553398,0.3177570093457943,0.5444444444444444
YryBLVZgJj0.005.mp4,0.20560747663551404,0.46875,0.30769230769230765,0.6504854368932039,0.4205607476635514,0.4888888888888889
xbAb00tGeBQ.000.mp4,0.6355140186915887,0.6770833333333334,0.5714285714285714,0.4951456310679611,0.6074766355140186,0.5
W7BbL3NZvrU.004.mp4,0.3457943925233645,0.4479166666666667,0.4395604395604395,0.3980582524271845,0.3644859813084112,0.5555555555555556
mflgXFsGU9w.002.mp4,0.36448598130841126,0.4166666666666667,0.5824175824175825,0.5339805825242718,0.4299065420560747,0.4777777777777778
2PSGksTyrnI.001.mp4,0.2897196261682243,0.42708333333333337,0.3626373626373627,0.4466019417475728,0.308411214953271,0.4666666666666667
SIpQm4G4DDg.004.mp4,0.3177570093457944,0.5104166666666666,0.4615384615384615,0.4077669902912622,0.4205607476635514,0.3777777777777778
ZRrduU1CXqU.003.mp4,0.4205607476635514,0.5833333333333333,0.6263736263736264,0.6019417475728155,0.5981308411214953,0.611111111111111
TSGpD2NBeCQ.002.mp4,0.6074766355140188,0.5416666666666666,0.6593406593406592,0.4854368932038835,0.5514018691588785,0.4444444444444445
o7J2fWIJndQ.005.mp4,0.691588785046729,0.7395833333333333,0.5714285714285714,0.4368932038834952,0.6542056074766355,0.7999999999999999
DyZlhseSuec.004.mp4,0.7009345794392524,0.6770833333333334,0.7802197802197802,0.7281553398058251,0.6822429906542056,0.7555555555555554
t899haDGi38.002.mp4,0.7196261682242993,0.65625,0.835164835164835,0.6407766990291262,0.7383177570093457,0.9111111111111111
XEpdSMQfEOs.002.mp4,0.588785046728972,0.65625,0.4835164835164835,0.6893203883495147,0.6822429906542056,0.8222222222222221
omQ5CGXJKS8.001.mp4,0.6355140186915887,0.6354166666666666,0.6043956043956044,0.6699029126213591,0.719626168224299,0.711111111111111
RGuHfwIRKpA.000.mp4,0.2710280373831776,0.5,0.5274725274725275,0.7864077669902914,0.4299065420560747,0.4222222222222222
VTrqCDYHVqU.002.mp4,0.30841121495327106,0.20833333333333331,0.4725274725274725,0.5533980582524272,0.40186915887850466,0.38888888888888895
uf_sIIw4zxY.002.mp4,0.5233644859813085,0.7291666666666667,0.5604395604395604,0.7087378640776699,0.644859813084112,0.6777777777777777
FkzVX7SQ9wE.001.mp4,0.5233644859813085,0.5729166666666666,0.6703296703296703,0.6601941747572816,0.616822429906542,0.7444444444444444
XkeSLRAftxA.004.mp4,0.7757009345794394,0.8020833333333334,0.7362637362637363,0.7766990291262136,0.7757009345794392,0.7666666666666666
A7exx3pEPkE.003.mp4,0.25233644859813087,0.25,0.3406593406593406,0.1941747572815534,0.18691588785046725,0.3
nKLhatlbqEw.005.mp4,0.5700934579439253,0.5625,0.5934065934065933,0.5242718446601942,0.46728971962616817,0.5666666666666667
IFF47jVKMj8.003.mp4,0.5794392523364487,0.6041666666666666,0.6153846153846153,0.5436893203883495,0.5514018691588785,0.6666666666666666
YXz6s1XNOLs.005.mp4,0.5607476635514019,0.4791666666666667,0.4725274725274725,0.4368932038834952,0.4485981308411215,0.5666666666666667
rD6NViDdyOU.001.mp4,0.47663551401869164,0.6458333333333333,0.6043956043956044,0.47572815533980584,0.4859813084112149,0.7222222222222221
Or2_bP4lWYI.004.mp4,0.4579439252336449,0.6458333333333333,0.6483516483516484,0.7087378640776699,0.6635514018691588,0.4777777777777778
